npsn,nama_sekolah,provinsi,kabupaten_kota,kecamatan,kelurahan,alamat
20613687,SMKS GEMILANG MODERNLAND,Banten,Kota Tangerang,Tangerang,Babakan,JL. JENDERAL SUDIRMAN BY PASS NO. 47 GG. AL-FALAH
20614075,SMKS ABDI NEGARA,Banten,Kota Tangerang,Tangerang,Babakan,JL. PERINTIS KEMERDEKAAN II CIKOKOL
20615944,SMKS YUPPENTEK 7 TANGERANG,Banten,Kota Tangerang,Tangerang,Babakan,JL. PERINTIS KEMERDEKAAN I NO. 1 RT 07 RW 03
20606822,SMKS KRISTEN KANAAN,Banten,Kota Tangerang,Tangerang,Sukasari,JL. MT. HARYONO NO.15
20606900,SMKN 2 TANGERANG,Banten,Kota Tangerang,Tangerang,Sukasari,JL. VETERAN NO.2 KOTA TANGERANG
20606903,SMKS SETIA BHAKTI,Banten,Kota Tangerang,Tangerang,Sukasari,JL. KI SAMAUN NO.171
20613949,SMKS LAB BUSINESS SCHOOL,Banten,Kota Tangerang,Tangerang,Sukasari,JL.SYEKH-YUSUF PASAR LAMA-SUKASARI KOTA TANGERANG
70047532,SMK ELIM,Banten,Kota Tangerang,Tangerang,Sukasari,Jl. Melati No.55
69774532,SMKS MAWAR SARON TAMAN ROYAL,Banten,Kota Tangerang,Tangerang,Tanah Tinggi,TAMAN ROYAL 1 KALVING CEMARA BLOK C NO.1
20606896,SMKS AL HUSNA,Banten,Kota Tangerang,Tangerang,Sukaasih,JL. SISWA DALAM NO. 9-11
69831518,SMK ISTIMEWA,Banten,Kota Tangerang,Tangerang,Sukaasih,JL. DAAN MOGOT NO 29 C SUKAASIH TANGERANG
20613690,SMKS BONAVITA,Banten,Kota Tangerang,Tangerang,Sukarasa,JL. KANJENG DALEM NO. 32 - 33
20607515,SMKS GANDASARI,Banten,Kota Tangerang,Jati Uwung,Gandasari,JL. RAYA PAJAJARAN NOMOR 01.H/96 DUMPIT
20606908,SMKS YAPINKTEK,Banten,Kota Tangerang,Jati Uwung,Kroncong,Jl. Siliwangi no. 52
69943356,SMK MATHLAUL ANWAR,Banten,Kota Tangerang,Jati Uwung,Kroncong,Jl. Gatot Subroto KM 5
69970606,SMK DAARUSSAADAH,Banten,Kota Tangerang,Jati Uwung,Alam Jaya,Jl. Siliwangi KM 3
69761728,SMKS IT INDRA BANGSA,Banten,Kota Tangerang,Batuceper,Porisgaga Baru,JL KH MUSTOFA NO 27 PORIS GAGA BARU BATUCEPER
20606810,SMKS AL MUIN,Banten,Kota Tangerang,Batuceper,Poris Jaya,JL. MAULANA HASANUDIN NO 94
20613691,SMKS AL FUAD,Banten,Kota Tangerang,Batuceper,Porisgaga,JL. PERUM PORIS INDAH GG. MASJID AT-TAQWA BLOK TEMPE
20606825,SMKS ISLAM YIA TANGGERANG,Banten,Kota Tangerang,Batuceper,Kebon Besar,JL. HALIM PERDANA KUSUMA NO. 56-60
20607521,SMKS TEKNOLOGI INDONESIA,Banten,Kota Tangerang,Batuceper,Kebon Besar,JL. HALIM PERDANA KUSUMA
20607522,SMKS MANBAUL ULUM,Banten,Kota Tangerang,Batuceper,Batujaya,Jl. Garuda Raya No. 32
20607525,SMKS YP KARYA BANGSA,Banten,Kota Tangerang,Batuceper,Batujaya,JL. PEMBANGUNAN 1 Rt/Rw. 003/003
20607518,SMKS PGRI BATUCEPER,Banten,Kota Tangerang,Batuceper,Batusari,JL. PEMBANGUNAN I
20614218,SMKS MITRA INDUSTRI,Banten,Kota Tangerang,Batuceper,Batusari,JL. PEMBANGUNAN I
20616181,SMK KESEHATAN MUTIARA INSANI,Banten,Kota Tangerang,Benda,Belendung,Jalan Kh. Kuding Rt 05/06
20623153,SMK EXCELLENT 1,Banten,Kota Tangerang,Benda,Belendung,JL. AL MUNAWAROH RT. 02/01 NO. 33
20606806,SMKS BANDARA,Banten,Kota Tangerang,Benda,Benda,JL. HUSEN SATRANEGARA RAWA BOKOR
20606821,SMKS MAKARYA,Banten,Kota Tangerang,Larangan,Larangan Selatan,JL. MASJID RAYA LARANGAN NO. 58
20613858,SMKS GLOBAL INFORMATIKA,Banten,Kota Tangerang,Larangan,Kereo Selatan,Jalan Pesantren Rt.01/07
20606901,SMKS PGRI LARANGAN,Banten,Kota Tangerang,Larangan,Larangan Indah,JL. SISWA NO.5 LARANGAN INDAH
20606910,SMKS YADIKA 4,Banten,Kota Tangerang,Karang Tengah,Karang Tengah,JL. RADEN SALEH NO.11 KARANG TENGAH
69950633,SMK BUDI LUHUR,Banten,Kota Tangerang,Karang Tengah,Karang Tengah,Jln. Raden Saleh No 999 Karang Tengah Kota Tangerang
20606819,SMKS MANGGALA,Banten,Kota Tangerang,Karang Tengah,Karang Timur,JL.HOS COKRO AMINOTO GANG H. ILYAS NO. 63
20623151,SMK BINA INSAN,Banten,Kota Tangerang,Karang Tengah,Karang Timur,Jl. Karyawan 1 No. 1 Rt/Rw 02/02 Karang Tengah
70050811,SMKN 11 TANGERANG,Banten,Kota Tangerang,Karang Tengah,Pondok Bahar,JL. Parung Jaya RT. 002 RW. 002 Pondok Bahar
20606818,SMKS MARKUS,Banten,Kota Tangerang,Pinang,Panunggangan Utara,JL. MH.THAMRIN KM 4
20607929,SMKN 5 TANGERANG,Banten,Kota Tangerang,Pinang,Panunggangan Utara,JL. Tripraja No. 01
20616247,SMKS MITRA BINTARO,Banten,Kota Tangerang,Pinang,Kunciran Indah,JL.Sultan Ageng Tirtayasa No.6 RT.007/RW. 008
20616386,SMKS DHARMA BHAKTI,Banten,Kota Tangerang,Pinang,Sudimara Pinang,KH. HASYIM ASHARI KM 9
20606823,SMKS KI HAJAR DEWANTORO,Banten,Kota Tangerang,Pinang,Pinang,JL. KH HASYIM ASHARI KM. 9 PINANG TANGERANG
20607925,SMKS FARMASI TANGGERANG 1,Banten,Kota Tangerang,Pinang,Pinang,JL. KH. HASYIM ASHARI NO. 16
20607926,SMKS GLOBAL MANDIRI,Banten,Kota Tangerang,Pinang,Pinang,JL. KH. Hasyim Ashari KM.7 Rt.04/02
20616236,SMKS KESEHATAN ASY SYIFA,Banten,Kota Tangerang,Pinang,Pinang,KH. HASYIM ASHARI KM. 9 NO. 36 A
69859701,SMK KI HAJAR DEWANTORO 2,Banten,Kota Tangerang,Pinang,Pinang,Jln. KH.Hasyim Ashari KM 9 Pinang Kota Tangerang
20606902,SMKS PGRI PINANG,Banten,Kota Tangerang,Pinang,Neroktog,JL. KH. HASYIM ASHARI KM.8 GG. KIJAN RIDI
20614642,SMKS BINA INSANI,Banten,Kota Tangerang,Pinang,Neroktog,H MANSUR NO 3
20606828,SMKS GAMA TANGERANG,Banten,Kota Tangerang,Pinang,Pakojan,Jl. HR Rasuna Said RT 06 Rw 01
69795841,SMK AN-NUQTHAH,Banten,Kota Tangerang,Pinang,Cipete,JL. HR.RASUNA SAID GG.H.ISMAIL RT 001/05
20606807,SMKS BHAKTI PERTIWI,Banten,Kota Tangerang,Karawaci,Nusajaya,JL. SEDAP MALAM  PERUMNAS I KOTA TANGERANG
20606897,SMKS NUSANTARA 1 KOTA TANGERANG,Banten,Kota Tangerang,Karawaci,Nusajaya,JL. CISADANE VIII PERUMNAS I
20613883,SMKS NUSA PUTRA,Banten,Kota Tangerang,Karawaci,Nusajaya,JL. TEUKU UMAR NO. 12
20614571,SMKS KESEHATAN BINA INSAN CENDEKIA TANGERANG,Banten,Kota Tangerang,Karawaci,Nusajaya,JL KENANGA RAYA UJUNG NO 48
70003923,SMK DHARMA SISWA,Banten,Kota Tangerang,Karawaci,Nusajaya,JL. Teuku Umar No 76 RT 01 / RW 09
20614405,SMKS BUDDHI,Banten,Kota Tangerang,Karawaci,Karawaci,IMAM BONJOL NO 41 KARAWACI ILIR
20607928,SMKS PGRI 109 TANGERANG,Banten,Kota Tangerang,Karawaci,Cimone Jaya,JL.UNTUNG SUROPATI II NO.14
20615868,SMKS AYUDA HUSADA,Banten,Kota Tangerang,Karawaci,Cimone Jaya,Jalan Untung Suropati Gg. Anggrek No 62
20606912,SMKS VOCTECH 1 TANGERANG,Banten,Kota Tangerang,Karawaci,Cimone,JL. RAYA PROKLAMASI NO.55
20623152,SMK CITRA NUSANTARA,Banten,Kota Tangerang,Karawaci,Bugel,JL. ARYA WANGSAKARA NO. 1 A-C
69952417,SMK TANGERANG GLOBAL,Banten,Kota Tangerang,Karawaci,Bugel,Jl. Aria Santika RT 03/02
20606914,SMKS STRADA DAAN MOGOT,Banten,Kota Tangerang,Karawaci,Pabuaran,JL. Kavling Surya RT 02/06 Pabuaran Karawaci Kota Tangerang Banten
20615542,SMKN 7 TANGERANG,Banten,Kota Tangerang,Karawaci,Koangjaya,JL. SANGEGO RAYA PINTU AIR 10
20606804,SMKS BHAKTI ANINDYA,Banten,Kota Tangerang,Karawaci,Pasarbaru,JL. KS. Tubun No.11
20607520,SMKS GRAFIKA,Banten,Kota Tangerang,Cibodas,Panunggangan Barat,Jl. Kavling Pemda III No. 262B
20606911,SMKS VOCTECH 2,Banten,Kota Tangerang,Cibodas,Cibodas,Jl.Dipati Ukur RT.01/Rw.09 kel. Cibodas Kec. Cibodas
20616385,SMKS AMANAH,Banten,Kota Tangerang,Cibodas,Uwung Jaya,DIPATI UKUR - PERUMNAS IV
20606817,SMKS DEWI SARTIKA,Banten,Kota Tangerang,Cibodas,Jatiuwung,JL. GATOT SUBROTO KM.5 JATIUWUNG TANGERANG
20616265,SMKN 8 TANGERANG,Banten,Kota Tangerang,Cibodas,Jatiuwung,JL. H. DJASIRIN NO. 04
70013950,SMK PELITA PERSADA,Banten,Kota Tangerang,Periuk,Gembor,Jl. Persada Raya 2 Komplek H. Mujono
20607927,SMKS ISLAM BAIDHAUL AHKAM,Banten,Kota Tangerang,Periuk,Gebang Raya,JL.VILLA TANGGERANG INDAH
20616266,SMKN 9 TANGERANG,Banten,Kota Tangerang,Periuk,Gebang Raya,Jalan Villa Tangerang Regency Sangiang
69947692,SMK CIPTA INSANI SCHOOL,Banten,Kota Tangerang,Periuk,Gebang Raya,Jl. Prabu Kian Santang Gebang Raya Periuk Kota Tangerang
20606913,SMKS TIARA AKSARA,Banten,Kota Tangerang,Periuk,Sangiang Jaya,JL. H. ANING SANGIANG JAYA PERIUK
20607524,SMKS TRISULA BHAKTI,Banten,Kota Tangerang,Periuk,Sangiang Jaya,JL. KI AKDAR NO. 22
69954116,SMK IT ASSAADAH,Banten,Kota Tangerang,Periuk,Sangiang Jaya,Jln. Majlis No 1 RT 04/02 Kota Tangerang
20607517,SMKS MANDIRI OTOMOTIF,Banten,Kota Tangerang,Periuk,Periuk,JL. PERIUK/VILLA MUTIARA PLUIT KM.4 TANGERANG
69986690,SMK Penerus Bangsa,Banten,Kota Tangerang,Periuk,Periuk,Jl. Sangiang RT. 005 RW. 015
20606820,SMKS MANDIRI 99,Banten,Kota Tangerang,Periuk,Periuk Jaya,VILLA MUTIARA PLUIT KM 4
69979472,SMK MITRA BISNIS,Banten,Kota Tangerang,Periuk,Periuk Jaya,Jl. Kp Bayur Rt. 04/04
20606808,SMKS AR RAHMAN,Banten,Kota Tangerang,Neglasari,Karang Sari,JL. DR. SITANALA KARANGSARI NEGLASARI
20607516,SMKS KARYA BANGSA,Banten,Kota Tangerang,Neglasari,Neglasari,KP.SINDANGSANA RT.02/02 KEL/KEC.NEGLASARI KOTA TANGERANG 15129
20613916,SMKS ARIYA METTA,Banten,Kota Tangerang,Neglasari,Neglasari,Jl. Utama 1 No. 2
20615532,SMKS DHARMA WIDYA,Banten,Kota Tangerang,Neglasari,Neglasari,JL.ISKANDAR MUDA NO 90 RAWA KUCING
69954237,SMK KRISTEN GRACIA,Banten,Kota Tangerang,Neglasari,Mekarsari,Kampung Cihahuripan RT 05/05 no 4 Neglasari Kota Tangerang
20614355,SMKN 6 TANGERANG,Banten,Kota Tangerang,Neglasari,Kedaung Wetan,JL AMD MANUNGGAL X
20616213,SMK CAHAYA HATI,Banten,Kota Tangerang,Neglasari,Selapajang Jaya,SELAPAJANG JAYA RT. 04/04 NO. 50 SELAPAJANG JAYA
69761729,SMKS AN NISINIYYAH,Banten,Kota Tangerang,Neglasari,Selapajang Jaya,JL .MARSEKAL SURYA DHARMA RT 01/07 NEGLASARI
69987103,SMK PGRI NEGLASARI,Banten,Kota Tangerang,Neglasari,Selapajang Jaya,Jl. Markesal Surya Dharma No. 1a  RT. 02 RW. 02
69944969,SMK BANI ZEN,Banten,Kota Serang,Cipocok Jaya,Tembong,Jalan raya tembong Pule
20605128,SMKS HASANUDIN 2 SERANG,Banten,Kota Serang,Cipocok Jaya,Cipocok Jaya,Jl. Ciwaru Raya No. 26 Kode Pos 42121 Telp. 0254214659
69762644,SMK KESEHATAN WIDYA HUSADA,Banten,Kota Serang,Cipocok Jaya,Cipocok Jaya,Jl. Ciwaru Raya No. 26
69762643,SMKS INSAN MADANI,Banten,Kota Serang,Cipocok Jaya,Banjarsari,JL RAYA MAYABON POLDA BANTEN
20605117,SMKS PASUNDAN 1 KOTA SERANG,Banten,Kota Serang,Cipocok Jaya,Panancangan,JL.RAYA JAKARTA KM.3 PAKUPATAN
20605119,SMKS PELAYARAN NUSANTARA,Banten,Kota Serang,Cipocok Jaya,Panancangan,JL. PELNUS NO. 7 KAMPUNG BARU BANGDES
69771387,SMKN 7 KOTA SERANG,Banten,Kota Serang,Cipocok Jaya,Panancangan,JL. RAYA BANGDES KAMPUNG BARU PAKUPATAN
20615209,SMKS AL FALAH MADANI KOTA SERANG,Banten,Kota Serang,Curug,Kamanisan,JL. RAYA PAL 6 - CIKASIR KP. CIDEHENG
69901171,SMK FADILATUL ILMI,Banten,Kota Serang,Curug,Pancalaksana,Jln.Baros
69987106,SMK Buana Madani,Banten,Kota Serang,Curug,Pancalaksana,Kp. Legok Hilir RT. 08 RW. 01
20607900,SMKN 4 KOTA SERANG,Banten,Kota Serang,Curug,Tinggar,JL.RAYA SERANG-PETIR KM.4 SERANG
69947889,SMK ARRAHMAN,Banten,Kota Serang,Curug,Tinggar,Cidadap
20616187,SMKN 6 KOTA SERANG,Banten,Kota Serang,Kasemen,Mesjid Priyayi,LINK. PRIYAYI LANGGAR NO. 69
69893049,SMKS BANI ISMAIL,Banten,Kota Serang,Taktakan,Sayar,Jln. Empat Lima Kamp. Cikentang
20614350,SMKN 5 KOTA SERANG,Banten,Kota Serang,Taktakan,Cilowong,JL. Raya Taktakan Desa Cilowong Km.07 Kec.Taktakan
20616189,SMKS HARAPAN BANGSA KOTA SERANG,Banten,Kota Serang,Taktakan,Cilowong,TAKARI KM. 10 KP. KUBANG
20616188,SMKS AL BANA TAKTAKAN KOTA SERANG,Banten,Kota Serang,Taktakan,Pancur,JL. 45 CIPUNDUH
69944689,SMK YAN BANTEN,Banten,Kota Serang,Taktakan,Pancur,Jln.AMD RT 02/03.
20615516,SMKS AL HAD NUSANTARA KOTA SERANG,Banten,Kota Serang,Taktakan,Panggungjati,Jl. Raya Taktakan Km. 03
20616195,SMKS ARDANIAH KOTA SERANG,Banten,Kota Serang,Taktakan,Panggungjati,PESANTREN KP. PANTOGAN
20615095,SMKN 8 KOTA SERANG,Banten,Kota Serang,Taktakan,Drangong,JL. CILEGON KM.4 SERANG
69786238,SMKS INSAN AQILAH 2,Banten,Kota Serang,Taktakan,Drangong,Jln. Raya Serang-Cilegon Komp. Purna Bakti
20605126,SMKN 3 KOTA SERANG,Banten,Kota Serang,Walantaka,Lebakwangi,JL. Kimara No. 1 Kp. Dukuh Kel. Lebakwangi Kec. Walantaka Kota Serang 42183
20615515,SMKS PGRI 4 KOTA SERANG,Banten,Kota Serang,Walantaka,Walantaka,Jl. Ciruas-Petir Km.4 Link. Dukuh Raden Kec.Walantaka Kota Serang Banten  42183
69900221,SMK AL-KHAERIYAH PENGAMPELAN,Banten,Kota Serang,Walantaka,Pengampelan,Jln. Ciwaka KM.03
20616070,SMKS INSAN AQILAH,Banten,Kota Serang,Walantaka,Kiara,JL. RAYA CIRUAS-PETIR KM.1 CITEREP KEL. KIARA KEC. WALANTAKA KOTA SERANG
20605058,SMKN 1 KOTA SERANG,Banten,Kota Serang,Serang,Cipare,JL. KH. A FATAH HASAN NO.88 SERANG
20605059,SMKN 2 KOTA SERANG,Banten,Kota Serang,Serang,Cipare,JL.KH.ABDUL FATAH HASAN NO.89 SERANG
20605120,SMKS PGRI 1 KOTA SERANG,Banten,Kota Serang,Serang,Cipare,JL. CIWARU RAYA NO.55 SERANG
20605122,SMKS PGRI 3 KOTA SERANG,Banten,Kota Serang,Serang,Cipare,JL. SAYABULU KAUJON SERANG
20615948,SMKS BANTEN JAYA KOTA SERANG,Banten,Kota Serang,Serang,Cipare,CIWARU RAYA NO. 73 WARUNG POJOK
69734158,SMKS AL WUTSQO,Banten,Kota Serang,Serang,Cipare,JL RAYA CILEGON KM 4 TAMAN BARU
20622235,SMKS AL MUBAROK,Banten,Kota Serang,Serang,Cimuncang,JLN. KH. ABDUL LATIF NO. 7
20616226,SMKS ARRASYADIYYAH,Banten,Kota Serang,Serang,Unyur,RAYA BANTEN KM. 04 CIGEDONG PAMINDANGAN
20622292,SMKS SAINS MEDIKA,Banten,Kota Serang,Serang,Lopang,Jl. Ayip Usman
20605098,SMKS PASUNDAN 2 KOTA SERANG,Banten,Kota Serang,Serang,Lontarbaru,JL. LETNAN DJIDUN NO.01 SERANG
20605129,SMKS INFORMATIKA KOTA SERANG,Banten,Kota Serang,Serang,Lontarbaru,JL. KH AMIN JASUTA NO. 15 C SERANG
20605133,SMKS KIMIA PGRI KOTA SERANG,Banten,Kota Serang,Serang,Lontarbaru,JL. LETNAN JIDUN NO. 25 KOMPLEK PERKANTORAN KAV. PGRI
20605136,SMKS YP 17 KOTA SERANG,Banten,Kota Serang,Serang,Lontarbaru,JL. KH.AMIN JASUTA NO.26 SERANG
69982609,SMK MAULANA YUSUF BANTEN,Banten,Kota Serang,Serang,Kaligandu,Jl. K. Trip Jamaksari No. 44 Cinanggung
20605131,SMKS KESEHATAN HUSADA PRATAMA,Banten,Kota Serang,Serang,Serang,JL. MAYOR MUSLICH LINGKAR SELATAN CIKULUR JELAWE
20605134,SMKS MUHAMMADIYAH SERANG,Banten,Kota Serang,Serang,Serang,JL. EMPAT LIMA NO.23 SERANG
20614870,SMKS INTAN HUSADA KOTA SERANG,Banten,Kota Serang,Serang,Serang,JL. Jagarayu NO. 01 Ciracas - Kota Serang
20615913,SMKS AL AZIZ KOTA SERANG,Banten,Kota Serang,Serang,Serang,Jl. Empat Lima Link. Cikulur Masjid Rt.02 Rw.004
20605121,SMKS PGRI 2 KOTA SERANG,Banten,Kota Serang,Serang,Sumurpecung,JL. KH.ABDUL FATTAH HASAN NO.258 SERANG
20603265,SMKS DWI PUTRA,Banten,Kota Tangerang Selatan,Ciputat,Sarua,JL. ARIA PUTRA BUKIT NUSA INDAH SERUA CIPUTAT
20603306,SMKS WASKITO,Banten,Kota Tangerang Selatan,Ciputat,Sarua,JL. RAYA PAMULANG PERMAI II NO. 75
20613860,SMKS AL FALAH CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat,Sarua,RAYA PAMULANG II / KP.MARUGA RAYA NO. 30
20603280,SMKS PARAMARTA,Banten,Kota Tangerang Selatan,Ciputat,Jombang,JL. JOMBANG RAYA GG.TAQWA NO.70
69752169,SMKS LETRIS INDONESIA,Banten,Kota Tangerang Selatan,Ciputat,Jombang,JL KALIMANTAN I VILLA BINTARO INDAH
69752170,SMKS KESEHATAN LETRIS INDONESIA,Banten,Kota Tangerang Selatan,Ciputat,Jombang,Villa Bintaro Indah
69760703,SMKN 4 Kota Tangerang Selatan,Banten,Kota Tangerang Selatan,Ciputat,Jombang,JL. SUMATRA - TIDORE
20614720,SMKS BINA INFORMATIKA,Banten,Kota Tangerang Selatan,Ciputat,Sawah Baru,Jl. Cendrawasih Raya No.9A
69820651,SMKS BINA INSAN NUSANTARA,Banten,Kota Tangerang Selatan,Ciputat,Sarua Indah,Jl. Suka Mulya II Rt.06/Rw.08
20603254,SMKS ISLAMIYAH CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,JL. KIHAJAR DEWANTORO NO.23 CIPUTAT TANGERANG
20603264,SMKS MUHAMMADIYAH 01 CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,JL. KI HAJAR DEWANTARA NO. 38 RT 01 RW 03
20603290,SMKS TRIGUNA UTAMA,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,Jl. Ir. H. Juanda Km. 2 Rt. 002/04 Ciputat Timur
20603311,SMKS PUSPITA BANGSA,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,JL. ARIA PUTRA NO.9 CIPUTAT TANGERANG
20615526,SMKS DARUSSALAM,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,OTISTA NO. 36
20616368,SMKS MUHAMMADIYAH 3 TANGERANG SELATAN,Banten,Kota Tangerang Selatan,Ciputat,Ciputat,JL. DEWI SARTIKA GG. NANGKA
20603274,SMKS AL HIDAYAH CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat,Cipayung,JL. RE MARTADINATA NO. 07 CIPUTAT
20603294,SMKS NUSANTARA 1 CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat Timur,Pisangan,JL. TARUMANEGARA DALAM NO.1
20603310,SMK YMJ CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat Timur,Pisangan,JL. LIMUN No. 27
20616183,SMKS NUSANTARA II KESEHATAN,Banten,Kota Tangerang Selatan,Ciputat Timur,Pisangan,JL. TARUMANEGARA DALAM NO. 1 CIPUTAT TIMUR TANGERANG SELATAN
20603252,SMKS ISLAM RUHAMA,Banten,Kota Tangerang Selatan,Ciputat Timur,Cireundeu,JL. Tarumanegara No. 67
20603266,SMKS DUA MEI,Banten,Kota Tangerang Selatan,Ciputat Timur,Cempaka Putih,JL. H.ABDUL GANI NO.135 CIPUTAT TANGERANG
69761905,SMKS AS-SUUDIYYAH,Banten,Kota Tangerang Selatan,Ciputat Timur,Cempaka Putih,JL. WR. SUPRATMAN NO.7 KEL. CEMPAKA PUTIH
69949731,SMK VIA MEDIKA,Banten,Kota Tangerang Selatan,Ciputat Timur,Cempaka Putih,Jl. Wr. Supratman Kp. Utan No.1
69939073,SMK NEGERI 7 KOTA TANGERANG SELATAN,Banten,Kota Tangerang Selatan,Ciputat Timur,Rengas,Jl. Cempaka 3 RT.002/003
20603277,SMKS BINA KARYA INSAN,Banten,Kota Tangerang Selatan,Ciputat Timur,Pondok Ranji,JL. MENJANGAN II NO.1 PONDOK RANJI
69786455,SMKS INFORMATIKA CIPUTAT,Banten,Kota Tangerang Selatan,Ciputat Timur,Pondok Ranji,Jl. Wr Supratman No. 50 Pondok Ranji
69806480,SMKS FARMASI MINASA MULIA,Banten,Kota Tangerang Selatan,Ciputat Timur,Pondok Ranji,Jl. Ir. H. Juanda
20603288,SMKS TELEKOM,Banten,Kota Tangerang Selatan,Pamulang,Pondok Benda,JL. PAMULANG PERMAI II NO.1 PONDOK BENDA PAMULANG TANGERANG
20614734,SMKS LINK AND MATCH,Banten,Kota Tangerang Selatan,Pamulang,Pondok Benda,RAYA TERMINAL PONDOKCABE NO. 95
20616037,SMKS MUHAMMADIYAH PARAKAN,Banten,Kota Tangerang Selatan,Pamulang,Pondok Benda,PENDIDIKAN KOMP. RITAN
69757487,SMKN 5 TANGERANG SELATAN,Banten,Kota Tangerang Selatan,Pamulang,Pondok Benda,Jl. Benda Barat 7 No.31  RT.001 RW.007
69894185,SMK LETRIS INDONESIA 2,Banten,Kota Tangerang Selatan,Pamulang,Pondok Benda,JL. RAYA SILIWANGI NO. 55
20603287,SMKS SASMITA JAYA 2,Banten,Kota Tangerang Selatan,Pamulang,Pamulang Barat,JL. SURYA KENCANA NO.1
20603303,SMKS SASMITA JAYA 1,Banten,Kota Tangerang Selatan,Pamulang,Pamulang Barat,JL. SURYA KENCANA NO. 2
69894178,SMK KESEHATAN LETRIS INDONESIA 2,Banten,Kota Tangerang Selatan,Pamulang,Pamulang Barat,Jl. Siliwangi No.55
20603256,SMKS KHAZANAH KEBAJIKAN,Banten,Kota Tangerang Selatan,Pamulang,Pondok Cabe Ilir,JL. TALAS I PONDOK CABE ILIR
69970902,SMK PUTRA PERTIWI,Banten,Kota Tangerang Selatan,Pamulang,Pondok Cabe Ilir,Jalan Pondok Cabe Raya No. 57
20603273,SMKS ISLAM AL FAJAR,Banten,Kota Tangerang Selatan,Pamulang,Kedaung,JL. Aria Putra No. 102 Kedaung
69774775,SMKS YASISKA,Banten,Kota Tangerang Selatan,Pamulang,Kedaung,Jl. Aria Putra Gg Putra Iskandar (Belakang Pom Benis) No.44 RT/RW.09/10
69990252,SMK ISLAM FARADISA,Banten,Kota Tangerang Selatan,Pamulang,Bambu Apus,Jl. Gurame III No. 19 RT/RW 01/01
69883429,SMK MEGA BANGSA,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Kacang Barat,Jl. Pondok Kacang Raya No.117
20615493,SMKS BINTANG NUSANTARA BINUSA,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Kacang Timur,JL. PONDOK AREN-JOMBANG NO. 15
20607831,SMK INSAN KREATIF,Banten,Kota Tangerang Selatan,Pondok Aren,Perigi,JL. H. SARMAH NO.100 RT.04/02  Kel. Parigi
20615746,SMKS FADILAH,Banten,Kota Tangerang Selatan,Pondok Aren,Perigi,SETU RAYA PENDIDIKAN II
69755453,SMKS BAHAGIA,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Jaya,JL. KANTOR KELURAHAN PONDOK JAYA NO.46
20603255,SMK KEBANGSAAN,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Aren,JL. RAYA PONDOK AREN NO.31
20614730,SMKN 2 KOTA TANGERANG SELATAN,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Aren,RAYA PONDOK AREN NO. 52
30409931,SMKS BINA WISATA,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Aren,Jl. Raya Ceger
20603308,SMKS YADIKA 5 PONDOK AREN,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Barat,JL.JURANGMANGU BARAT RYA NO.25 A PONDOK AREN TANGERANG
60725682,SMKS MAHKOTA WISATA,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Barat,JL. JAPOS RAYA PONDOK JATI NO.45.b
69753589,SMKS KESEHATAN PRIMA HUSADA,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Barat,JL. KELURAHAN JURANG MANGU BARAT PONDOK AREN
20603305,SMKS UTAMA,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Timur,JL. BONJOL NO.98 PONDOK AREN
20603309,SMKS YAPIA PONDOK AREN,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Timur,JL. KH. WAHID HASYIM NO.18 JURANGMANGU TIMUR - PONDOK AREN
20607826,SMKS AL IKHWANIYAH,Banten,Kota Tangerang Selatan,Pondok Aren,Jurang Manggu Timur,Jl. Panti Asuhan No. 73
20607827,SMKS ANNAJIYAH,Banten,Kota Tangerang Selatan,Pondok Aren,Pondok Karya,JL. PLN NO.80 PONDOK AREN TANGERANG
69756417,SMKS TECHNO MEDIA,Banten,Kota Tangerang Selatan,Serpong,Buaran,JL. AMPERA KODIKLAT TNI BUARAN SERPONG
70008285,SMK PUSPITA HUSADA,Banten,Kota Tangerang Selatan,Serpong,Buaran,Jl. H. Jamad Gg. Rais No. 9
70046138,SMKN 8 Kota Tangerang Selatan,Banten,Kota Tangerang Selatan,Serpong,Buaran,Jl. H Jamat Gg. Rais RT.002  RW. 004
